;Pos;Wks;T10;Pk;X?;PkStreams;Total;ARTIST URL;TRACK;song name;album;artist;release_date;length;popularity;danceability;acousticness;energy;instrumentalness;liveness;loudness;speechiness;tempo;time_signature;mode;valence;key;release_month;Top100;Top1000;Top2000;Top2500;music_story_id;instagram_url;instagram_username;instagram_followers
74;1459;14;;27;;10747690;65199937;1Xyo4u8uXC1ZmMpatF05PJ;37F0uwRSrdzkBiuj0D5UHI;Reminder;Starboy;The Weeknd;2016-11-25;218880;72;0.706;0.142;0.505;0.0;0.164;-6.923;0.193;160.053;4;1;0.388;8;11;0;0;1;1;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
75;1483;12;;25;;11052380;62965875;1Xyo4u8uXC1ZmMpatF05PJ;4mU5iXHeLgbR94siF7p1sY;Six Feet Under;Starboy;The Weeknd;2016-11-25;237573;67;0.772;0.129;0.504;0.0;0.125;-8.219;0.0761;140.035;4;0;0.244;6;11;0;0;1;1;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
76;1588;5;1;6;;24189356;53870506;1Xyo4u8uXC1ZmMpatF05PJ;2poOAWEj1CStqTVPgIHZ8s;Try Me;My Dear Melancholy,;The Weeknd;2018-03-29;221106;0;0.508;0.629;0.665;0.00124;0.142;-5.748;0.0694;91.997;4;0;0.124;8;3;0;0;1;1;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
77;1535;5;1;8;;21345197;57740424;1Xyo4u8uXC1ZmMpatF05PJ;72TyiiduRmczEbDIEtKQdR;Wasted Times;My Dear Melancholy,;The Weeknd;2018-03-30;220293;0;0.562;0.622;0.674;2.04e-05;0.111;-6.049;0.0851;122.699;4;0;0.293;10;3;0;0;1;1;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
78;1661;8;;15;;15566502;49984433;1Xyo4u8uXC1ZmMpatF05PJ;5HR4CYT5nPpFy8m9wJQgrr;Rockin’;Starboy;The Weeknd;2016-11-25;232880;0;0.737;0.0123;0.881;0.0;0.0806;-5.567;0.227;112.992;4;0;0.768;9;11;0;0;1;1;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
79;1781;17;;47;;4610000;43239711;1Xyo4u8uXC1ZmMpatF05PJ;0Gi17qCJh9e9RJxLaYkm9l;Dark Times;Beauty Behind The Madness;The Weeknd;2015-08-28;260640;0;0.585;0.106;0.421;9.54e-06;0.14;-9.593;0.0707;132.986;3;1;0.24;7;8;0;0;1;1;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
80;1896;9;;39;;8180856;38161066;1Xyo4u8uXC1ZmMpatF05PJ;2Ch7LmS7r2Gy2kc64wv3Bz;Die For You;Starboy;The Weeknd;2016-11-25;260253;78;0.582;0.111;0.525;0.0;0.134;-7.163;0.0627;133.249;4;0;0.51;1;11;0;0;0;1;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
81;2038;19;;64;;2779490;31620178;1Xyo4u8uXC1ZmMpatF05PJ;1qoHlIpgGxtmYsYdyiySiL;Often - Kygo Remix;Often (Kygo Remix);The Weeknd;2015-04-07;234400;0;0.582;0.12;0.498;0.0;0.385;-9.906;0.0455;80.028;4;0;0.426;7;4;0;0;0;1;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
82;2067;3;;16;;17639162;30445565;1Xyo4u8uXC1ZmMpatF05PJ;13wNEvWmBsWaWVtiLPRIW5;Hurt You;My Dear Melancholy,;The Weeknd;2018-03-30;230026;0;0.484;0.3;0.716;0.00214;0.112;-7.193;0.167;184.131;4;0;0.365;5;3;0;0;0;1;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
83;3109;4;;65;;3496079;9599006;1Xyo4u8uXC1ZmMpatF05PJ;66UVpCZ5aH3VV3Ic3PBUrP;Shameless;Shameless;Camila Cabello;2019-09-05;219742;61;0.377;0.0197;0.651;5.31e-05;0.174;-5.437;0.0588;129.698;4;0;0.0851;4;9;0;0;0;1;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
84;3109;4;;65;;3496079;9599006;1Xyo4u8uXC1ZmMpatF05PJ;66UVpCZ5aH3VV3Ic3PBUrP;Shameless;Beauty Behind The Madness;The Weeknd;2015-08-28;253506;0;0.602;0.121;0.559;0.0;0.107;-8.277;0.0276;100.021;4;1;0.252;6;8;0;0;0;1;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
85;2103;3;;17;;17597962;29467796;1Xyo4u8uXC1ZmMpatF05PJ;56d6kYZhfhzpoC3s1dRU2V;I Was Never There;My Dear Melancholy,;The Weeknd;2018-03-29;241066;0;0.32;0.133;0.734;0.000109;0.165;-4.021;0.0331;113.34;4;1;0.185;10;3;0;0;0;1;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
86;2113;6;;32;;9239816;29171744;1Xyo4u8uXC1ZmMpatF05PJ;1oGdVdYjeQvojGKDddxLQQ;True Colors;Starboy;The Weeknd;2016-11-25;206013;67;0.624;0.286;0.424;0.0;0.173;-8.237;0.24;76.671;4;1;0.584;1;11;0;0;0;1;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
87;2113;6;;32;;9239816;29171744;1Xyo4u8uXC1ZmMpatF05PJ;1oGdVdYjeQvojGKDddxLQQ;True Colors;True Colors;Zedd;2016-04-29;224866;47;0.568;0.398;0.794;3.95e-05;0.104;-3.317;0.0371;126.023;4;0;0.489;2;4;0;0;0;1;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
88;2129;3;;24;;17127974;28857504;1Xyo4u8uXC1ZmMpatF05PJ;6kWxIqQDsKFYCJGbU4AjCX;Hardest To Love;After Hours;The Weeknd;2020-03-20;211400;70;0.467;0.0909;0.608;8.83e-05;0.125;-7.847;0.0707;80.957;4;1;0.108;10;3;0;0;0;1;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
89;2226;3;;21;;15068329;25868567;1Xyo4u8uXC1ZmMpatF05PJ;26Fqtv4Aa7kyd1WWGHai6A;Privilege;My Dear Melancholy,;The Weeknd;2018-03-30;170573;0;0.391;0.913;0.595;0.00557;0.145;-7.094;0.0411;93.78;4;0;0.379;11;3;0;0;0;1;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
90;2317;2;;21;;17377014;23432308;1Xyo4u8uXC1ZmMpatF05PJ;6b5P51m8xx2XA6U7sdNZ5E;Alone Again;After Hours;The Weeknd;2020-03-20;250053;69;0.218;0.033;0.652;0.111;0.172;-7.953;0.0641;65.375;4;0;0.0599;4;3;0;0;0;1;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
91;2325;2;;27;;16594250;23160349;1Xyo4u8uXC1ZmMpatF05PJ;4BGZF4oLbTL0pWm7C18pbv;Scared To Live;After Hours;The Weeknd;2020-03-20;191306;69;0.504;0.131;0.498;0.0;0.0929;-8.24;0.0499;87.221;4;1;0.196;0;3;0;0;0;1;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
92;2360;2;;28;;16386558;22254304;1Xyo4u8uXC1ZmMpatF05PJ;2K9Ovn1o2bTGqbsABGC6m3;Too Late;After Hours;The Weeknd;2020-03-20;239973;69;0.638;0.052;0.863;5.46e-05;0.685;-5.221;0.132;120.077;4;0;0.226;4;3;0;0;0;1;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
93;2469;2;;36;;14173534;19903615;1Xyo4u8uXC1ZmMpatF05PJ;3orEOtd8CPL8GFlpRpKuoE;Faith;After Hours;The Weeknd;2020-03-20;283226;69;0.375;0.612;0.605;0.0448;0.147;-7.268;0.0729;175.946;4;0;0.128;0;3;0;0;0;0;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
94;2482;2;;35;;14311652;19735649;1Xyo4u8uXC1ZmMpatF05PJ;3WlbeuhfRSqU7ylK2Ui5U7;Snowchild;After Hours;The Weeknd;2020-03-20;247186;68;0.55;0.162;0.611;6.88e-05;0.121;-7.475;0.137;148.062;4;1;0.243;0;3;0;0;0;0;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
95;2490;8;;49;;4515481;19534153;1Xyo4u8uXC1ZmMpatF05PJ;28YLWwEB6xnJQYN7e062rH;Tell Your Friends;Beauty Behind The Madness;The Weeknd;2015-08-28;334333;0;0.584;0.246;0.455;0.0;0.181;-11.066;0.0488;74.634;4;0;0.308;1;8;0;0;0;0;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
96;2498;8;;53;;4214660;19314112;1Xyo4u8uXC1ZmMpatF05PJ;7t5m6zRwIEBxmPt8lNoPPi;Acquainted;Beauty Behind The Madness;The Weeknd;2015-08-28;348853;0;0.38;0.464;0.481;0.0;0.0765;-9.874;0.0567;105.36;4;0;0.237;7;8;0;0;0;0;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
97;2500;7;;35;;5478089;19289643;1Xyo4u8uXC1ZmMpatF05PJ;1VoJttdilLYpbpYN142Zek;Real Life;Beauty Behind The Madness;The Weeknd;2015-08-28;223373;0;0.578;0.434;0.645;0.0;0.36;-4.951;0.0476;90.664;4;0;0.31;11;8;0;0;0;0;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
98;2500;7;;35;;5478089;19289643;1Xyo4u8uXC1ZmMpatF05PJ;1VoJttdilLYpbpYN142Zek;Real Life;Real Life;Jake Owen;2015-05-26;169826;50;0.654;0.00195;0.749;0.0;0.0956;-5.383;0.0257;108.004;4;0;0.774;1;5;0;0;0;0;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
99;2503;2;;37;;13918912;19226200;1Xyo4u8uXC1ZmMpatF05PJ;1sOW4PuG5X3Ie3EXUhAopJ;Escape From LA;After Hours;The Weeknd;2020-03-20;355960;68;0.404;0.0456;0.524;0.00316;0.199;-8.996;0.0593;145.74;4;0;0.168;5;3;0;0;0;0;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
100;2581;3;;35;;8814092;17598960;1Xyo4u8uXC1ZmMpatF05PJ;0ifooM33X1iBxVYyOkSbXW;A Lonely Night;Starboy;The Weeknd;2016-11-25;220173;66;0.853;0.0431;0.663;8.71e-06;0.0891;-6.955;0.0755;113.998;4;0;0.864;7;11;0;0;0;0;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
101;2630;3;;40;;7994948;16780138;1Xyo4u8uXC1ZmMpatF05PJ;0NWqNXBJTpXbkI5rPWNy3p;All I Know;Starboy;The Weeknd;2016-11-25;321026;63;0.467;0.421;0.417;0.000202;0.102;-10.614;0.074;120.021;4;0;0.171;8;11;0;0;0;0;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
102;2706;3;;42;;7870245;15484099;1Xyo4u8uXC1ZmMpatF05PJ;4EDijkJdHBZZ0GwJ12iTAj;Stargirl Interlude;Starboy;The Weeknd;2016-11-25;111640;65;0.638;0.351;0.474;0.191;0.105;-12.7;0.124;179.771;4;0;0.441;5;11;0;0;0;0;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
103;2717;3;;48;;7511603;15304234;1Xyo4u8uXC1ZmMpatF05PJ;27BgDmciSjoxTG0almHTpZ;Love To Lay;Starboy;The Weeknd;2016-11-25;223293;64;0.711;0.052;0.807;0.0;0.214;-5.052;0.0608;116.971;4;0;0.698;7;11;0;0;0;0;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
104;2720;3;;45;;7607452;15253033;1Xyo4u8uXC1ZmMpatF05PJ;57qiTKh8bVX0VtfUNTQqhw;Nothing Without You;Starboy;The Weeknd;2016-11-25;198653;64;0.575;0.0646;0.634;0.0;0.0878;-8.1;0.068;109.825;4;1;0.191;1;11;0;0;0;0;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
105;2749;3;;55;;6907408;14808391;1Xyo4u8uXC1ZmMpatF05PJ;15k2nBQJ0teDmPZHrOXL2N;Ordinary Life;Starboy;The Weeknd;2016-11-25;221920;65;0.537;0.0275;0.587;0.0;0.0961;-7.486;0.0771;149.748;4;0;0.365;7;11;0;0;0;0;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
106;3069;4;;59;;3852101;10097223;1Xyo4u8uXC1ZmMpatF05PJ;1RM7XdyfDnksC1ukt4y67n;Losers;Beauty Behind The Madness;The Weeknd;2015-08-28;281146;0;0.663;0.0354;0.491;0.000366;0.57;-9.85;0.0537;90.99;4;0;0.329;0;8;0;0;0;0;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
107;3072;1;;51;;10058303;10058303;1Xyo4u8uXC1ZmMpatF05PJ;40U8d12pC5UHqmHwXjHjjl;Repeat After Me (Interlude);After Hours;The Weeknd;2020-03-20;195813;66;0.555;0.0323;0.619;0.000224;0.0917;-7.918;0.0314;95.032;4;1;0.141;0;3;0;0;0;0;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
108;3155;1;;68;;9132077;9132077;1Xyo4u8uXC1ZmMpatF05PJ;2BcnxwxBuar5wjCaLqm5N3;Until I Bleed Out;After Hours;The Weeknd;2020-03-20;190173;65;0.245;0.423;0.394;2.9e-05;0.093;-9.887;0.0374;115.233;3;0;0.148;0;3;0;0;0;0;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
109;3394;2;;132;;3938878;7049037;1Xyo4u8uXC1ZmMpatF05PJ;7F1LWA9sIlTorHUo4amGqk;Reminder - Remix;Reminder (Remix);The Weeknd;2017-08-01;221968;60;0.751;0.153;0.654;0.0;0.104;-5.665;0.206;160.035;4;0;0.527;0;8;0;0;0;0;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
110;3535;3;;81;;2815122;6136318;1Xyo4u8uXC1ZmMpatF05PJ;5JvTl9PGOapS3D7BIGjlSk;Angel;Beauty Behind The Madness;The Weeknd;2015-08-28;377346;0;0.626;0.104;0.579;0.0;0.133;-7.558;0.0429;127.973;4;0;0.327;3;8;0;0;0;0;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
111;3535;3;;81;;2815122;6136318;1Xyo4u8uXC1ZmMpatF05PJ;5JvTl9PGOapS3D7BIGjlSk;Angel;Angel;Fifth Harmony;2017-08-10;189440;0;0.738;0.00339;0.525;0.0;0.351;-6.298;0.0371;124.008;4;0;0.13;1;8;0;0;0;0;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
112;3782;3;;148;;1816350;5220065;1Xyo4u8uXC1ZmMpatF05PJ;1jTQ10igsDvLBp8CVo9Dbh;The Hills - Remix;The Hills Remixes;The Weeknd;2015-10-11;263693;0;0.653;0.0586;0.641;0.0;0.0999;-6.689;0.143;112.789;4;0;0.355;0;10;0;0;0;0;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
113;4196;2;;91;;2611873;4256236;1Xyo4u8uXC1ZmMpatF05PJ;5hmO72DpMfddRFBbVdPoEX;As You Are;Beauty Behind The Madness;The Weeknd;2015-08-28;340493;0;0.354;0.145;0.33;0.00604;0.273;-9.835;0.0526;173.664;4;0;0.0554;0;8;0;0;0;0;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
114;4498;1;;172;;2529978;2529978;1Xyo4u8uXC1ZmMpatF05PJ;6L778PA16SuyYvFhqnMndY;Starboy - Kygo Remix;Starboy (Kygo Remix);The Weeknd;2016-11-11;244720;0;0.751;0.209;0.623;0.0;0.168;-7.215;0.0939;93.01;4;0;0.383;9;11;0;0;0;0;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
115;5;128;31;1;(x2);34579416;1829554088;246dkjvS1zLTtiykXe5h60;3KkXRkHbMCARz0aVfEt68P;Sunflower - Spider-Man: Into the Spider-Verse;Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture);Various Artists;2018-12-14;158040;83;0.76;0.556;0.479;0.0;0.0703;-5.574;0.0466;89.911;4;1;0.913;2;12;1;1;1;1;4579675;http://instagram.com/postmalone;postmalone;23015801.0
116;22;83;18;1;(x1);43379405;1326824443;246dkjvS1zLTtiykXe5h60;21jGcNKet2qwijlDFuPiPb;Circles;Hollywood's Bleeding;Post Malone;2019-09-06;215280;88;0.695;0.192;0.762;0.00244;0.0863;-3.497;0.0395;120.042;4;1;0.553;0;9;1;1;1;1;4579675;http://instagram.com/postmalone;postmalone;23015801.0
117;22;83;18;1;(x1);43379405;1326824443;246dkjvS1zLTtiykXe5h60;21jGcNKet2qwijlDFuPiPb;Circles;Circles;Mac Miller;2020-01-17;170360;69;0.61;0.896;0.0316;0.00461;0.108;-15.186;0.0486;151.964;4;1;0.37;9;1;1;1;1;1;4579675;http://instagram.com/postmalone;postmalone;23015801.0
118;29;114;11;1;(x6);40788286;1232129792;246dkjvS1zLTtiykXe5h60;7dt6x5M1jzdTEt8oCbisTK;Better Now;beerbongs & bentleys;Post Malone;2018-04-27;231266;82;0.68;0.331;0.578;0.0;0.135;-5.804;0.04;145.038;4;1;0.341;10;4;1;1;1;1;4579675;http://instagram.com/postmalone;postmalone;23015801.0
119;52;128;;20;;15632229;990710095;246dkjvS1zLTtiykXe5h60;3a1lNhkSLSkpJE4MSHpDu9;Congratulations;Stoney (Deluxe);Post Malone;2016-12-09;220293;81;0.63;0.215;0.804;0.0;0.253;-4.183;0.0363;123.146;4;1;0.492;6;12;1;1;1;1;4579675;http://instagram.com/postmalone;postmalone;23015801.0
120;59;84;14;2;(x1);31165644;962552357;246dkjvS1zLTtiykXe5h60;6MWtB6iiXyIwun0YzU6DFP;Wow.;Wow.;Post Malone;2018-12-24;149520;6;0.833;0.163;0.539;2.1e-06;0.101;-7.399;0.178;99.947;4;0;0.385;11;12;1;1;1;1;4579675;http://instagram.com/postmalone;postmalone;23015801.0
121;64;80;14;2;(x6);45142484;911952857;246dkjvS1zLTtiykXe5h60;3swc6WTsr7rl9DqQKQA55C;Psycho;‘The ReVe Festival’ Finale;Red Velvet;2019-12-23;210560;78;0.664;0.193;0.666;0.0;0.0854;-2.203;0.0446;139.987;4;1;0.405;8;12;1;1;1;1;4579675;http://instagram.com/postmalone;postmalone;23015801.0
122;64;80;14;2;(x6);45142484;911952857;246dkjvS1zLTtiykXe5h60;3swc6WTsr7rl9DqQKQA55C;Psycho;Psycho;Muse;2015-03-12;316717;0;0.555;0.00114;0.883;0.041;0.868;-3.426;0.0341;125.02;4;1;0.507;2;3;1;1;1;1;4579675;http://instagram.com/postmalone;postmalone;23015801.0
123;91;87;1;10;;17129238;750917723;246dkjvS1zLTtiykXe5h60;75ZvA4QfFiZvzhj2xkaWAh;I Fall Apart;Stoney (Deluxe);Post Malone;2016-12-09;223346;82;0.556;0.0689;0.538;0.0;0.196;-5.408;0.0382;143.95;4;0;0.291;8;12;0;1;1;1;4579675;http://instagram.com/postmalone;postmalone;23015801.0
124;128;47;13;2;(x1);37067320;654675084;246dkjvS1zLTtiykXe5h60;6vBdBCoOhKHiYDDOcorfNo;Goodbyes (Feat. Young Thug);Goodbyes (Feat. Young Thug);Post Malone;2019-07-05;174960;4;0.58;0.447;0.653;0.0;0.111;-3.818;0.0745;150.231;4;1;0.175;5;7;0;1;1;1;4579675;http://instagram.com/postmalone;postmalone;23015801.0
125;1146;11;;11;;23585361;98985894;246dkjvS1zLTtiykXe5h60;4H7WNRErSbONkM06blBoGc;Stay;beerbongs & bentleys;Post Malone;2018-04-27;204426;75;0.507;0.449;0.48;0.0;0.147;-5.418;0.0266;86.046;4;1;0.35;5;4;0;1;1;1;4579675;http://instagram.com/postmalone;postmalone;23015801.0
126;1146;11;;11;;23585361;98985894;246dkjvS1zLTtiykXe5h60;4H7WNRErSbONkM06blBoGc;Stay;BE;BTS;2020-11-20;204800;76;0.582;0.114;0.693;0.0;0.13;-5.048;0.0465;125.904;4;1;0.341;6;11;0;1;1;1;4579675;http://instagram.com/postmalone;postmalone;23015801.0
127;306;107;;38;;6058616;387186554;246dkjvS1zLTtiykXe5h60;6eT7xZZlB2mwyzJ2sUKG6w;White Iverson;Stoney (Deluxe);Post Malone;2016-12-09;256533;76;0.675;0.233;0.562;0.0;0.0816;-7.678;0.0352;130.098;4;1;0.309;7;12;0;1;1;1;4579675;http://instagram.com/postmalone;postmalone;23015801.0
128;328;51;;17;;17508038;370420835;246dkjvS1zLTtiykXe5h60;42CeaId2XNlxugDvyqHfDf;Candy Paint;Candy Paint;Post Malone;2017-10-20;229573;0;0.765;0.633;0.688;0.0;0.0734;-5.566;0.0841;90.013;4;1;0.434;4;10;0;1;1;1;4579675;http://instagram.com/postmalone;postmalone;23015801.0
129;651;47;;52;;8195550;210184413;246dkjvS1zLTtiykXe5h60;5yuShbu70mtHXY0yLzCQLQ;Go Flex;Stoney (Deluxe);Post Malone;2016-12-09;179613;77;0.665;0.228;0.498;0.0;0.0757;-8.185;0.0832;81.967;4;1;0.127;5;12;0;1;1;1;4579675;http://instagram.com/postmalone;postmalone;23015801.0
130;823;13;2;4;;30900415;161171998;246dkjvS1zLTtiykXe5h60;05mDaV9Vb3wrzjF6OPZnhq;Saint-Tropez;Hollywood's Bleeding;Post Malone;2019-09-06;150866;74;0.617;0.0545;0.684;0.0;0.104;-3.618;0.0439;132.113;4;1;0.295;0;9;0;1;1;1;4579675;http://instagram.com/postmalone;postmalone;23015801.0
131;969;13;1;4;;31182644;131467348;246dkjvS1zLTtiykXe5h60;3fpVWegR6YOS1Yk5HSMYIq;Paranoid;beerbongs & bentleys;Post Malone;2018-04-27;221786;70;0.625;0.038;0.536;2.31e-05;0.167;-5.428;0.0776;159.914;4;1;0.253;0;4;0;0;1;1;4579675;http://instagram.com/postmalone;postmalone;23015801.0
132;977;13;1;5;;28946369;129787906;246dkjvS1zLTtiykXe5h60;7sWRlDoTDX8geTR8zzr2vt;Hollywood's Bleeding;Hollywood's Bleeding;Post Malone;2019-09-06;156266;77;0.405;0.331;0.646;0.0;0.103;-3.206;0.0476;130.218;4;0;0.17;4;9;0;0;1;1;4579675;http://instagram.com/postmalone;postmalone;23015801.0
133;989;13;1;7;;25861671;127662405;246dkjvS1zLTtiykXe5h60;0Xek5rqai2jcOWCYWJfVCF;Enemies;I met you when I was 18. (the playlist);Lauv;2018-05-31;194754;61;0.696;0.175;0.693;0.0;0.122;-4.64;0.044;126.025;4;1;0.601;3;5;0;0;1;1;4579675;http://instagram.com/postmalone;postmalone;23015801.0
134;1255;9;1;10;;24285634;85733606;246dkjvS1zLTtiykXe5h60;2VdT56BGpdqNHUgOe1j5vc;Rich & Sad;beerbongs & bentleys;Post Malone;2018-04-27;206453;71;0.599;0.198;0.571;0.0;0.0969;-4.998;0.0665;151.974;4;1;0.285;2;4;0;0;1;1;4579675;http://instagram.com/postmalone;postmalone;23015801.0
135;2267;9;;119;;3766713;24563030;246dkjvS1zLTtiykXe5h60;0H8XeaJunhvpBdBFIYi6Sh;Deja Vu;4 Your Eyez Only;J. Cole;2016-12-09;264746;69;0.657;0.352;0.421;0.000218;0.187;-11.378;0.412;174.063;4;1;0.181;9;12;0;0;1;1;4579675;http://instagram.com/postmalone;postmalone;23015801.0
136;2267;9;;119;;3766713;24563030;246dkjvS1zLTtiykXe5h60;0H8XeaJunhvpBdBFIYi6Sh;Deja Vu;Stoney (Deluxe);Post Malone;2016-12-09;234213;68;0.62;0.0931;0.69;0.0;0.131;-6.508;0.0493;133.935;4;1;0.331;7;12;0;0;1;1;4579675;http://instagram.com/postmalone;postmalone;23015801.0
137;1397;8;;13;;22173263;70679346;246dkjvS1zLTtiykXe5h60;09IOPhEh1OMe0HD9b36FJk;Over Now;beerbongs & bentleys;Post Malone;2018-04-27;246986;70;0.569;0.139;0.777;0.0;0.132;-4.041;0.0834;164.027;4;0;0.181;4;4;0;0;1;1;4579675;http://instagram.com/postmalone;postmalone;23015801.0
138;1493;8;;23;;17856059;61811436;246dkjvS1zLTtiykXe5h60;1D2L6MefbXon28PzIk9I3r;92 Explorer;beerbongs & bentleys;Post Malone;2018-04-27;211426;70;0.798;0.265;0.733;1.25e-06;0.114;-4.811;0.0476;146.046;4;0;0.861;7;4;0;0;1;1;4579675;http://instagram.com/postmalone;postmalone;23015801.0
139;1504;7;;16;;21279106;60589696;246dkjvS1zLTtiykXe5h60;5lZZmityu9TAjNvSY6GLhR;Zack And Codeine;beerbongs & bentleys;Post Malone;2018-04-27;204360;67;0.738;0.15;0.824;0.0;0.132;-5.165;0.0437;138.039;4;0;0.386;5;4;0;0;1;1;4579675;http://instagram.com/postmalone;postmalone;23015801.0
140;1616;6;;19;;19954804;52463959;246dkjvS1zLTtiykXe5h60;5ffntNJnJOeFv7b7DCd0Bw;Takin' Shots;beerbongs & bentleys;Post Malone;2018-04-27;216746;67;0.762;0.61;0.621;0.0;0.464;-6.24;0.0866;120.056;4;1;0.593;0;4;0;0;1;1;4579675;http://instagram.com/postmalone;postmalone;23015801.0
141;1684;5;;19;;19204719;48490290;246dkjvS1zLTtiykXe5h60;2J0NXdHr6MYvKDSxB7k3V2;A Thousand Bad Times;Hollywood's Bleeding;Post Malone;2019-09-06;221173;71;0.632;0.105;0.732;1.15e-05;0.111;-3.498;0.092;159.0;4;1;0.317;6;9;0;0;1;1;4579675;http://instagram.com/postmalone;postmalone;23015801.0
142;1892;4;;25;;17392639;38222422;246dkjvS1zLTtiykXe5h60;4qWCFTuNnmGNdY4egtb4ZY;Otherside;beerbongs & bentleys;Post Malone;2018-04-27;228226;67;0.652;0.318;0.643;2.87e-06;0.208;-5.667;0.0353;104.932;4;0;0.109;9;4;0;0;0;1;4579675;http://instagram.com/postmalone;postmalone;23015801.0
143;1935;4;;22;;17176868;36394259;246dkjvS1zLTtiykXe5h60;1YscJ7yVTlFxW3eF6pv5ba;Allergic;Hollywood's Bleeding;Post Malone;2019-09-06;156893;69;0.665;0.154;0.741;3.02e-05;0.345;-3.694;0.0787;144.968;4;1;0.57;0;9;0;0;0;1;4579675;http://instagram.com/postmalone;postmalone;23015801.0
144;1966;4;;27;;16190661;34954788;246dkjvS1zLTtiykXe5h60;1ZemPoaj7LBj1RAQrb89EC;Blame It On Me;beerbongs & bentleys;Post Malone;2018-04-27;261800;67;0.652;0.145;0.591;5.65e-06;0.164;-7.274;0.0418;121.873;4;0;0.274;11;4;0;0;0;1;4579675;http://instagram.com/postmalone;postmalone;23015801.0
145;2041;4;;33;;13978538;31446293;246dkjvS1zLTtiykXe5h60;0MrRAUcB8AZiB9ue2VOBYe;Sugar Wraith;beerbongs & bentleys;Post Malone;2018-04-27;228146;67;0.606;0.262;0.775;0.0;0.1;-4.269;0.0671;164.02;4;0;0.307;5;4;0;0;0;1;4579675;http://instagram.com/postmalone;postmalone;23015801.0
146;2057;6;;129;;5698521;30659321;246dkjvS1zLTtiykXe5h60;0fcq51a3gOI6gPvzc0YLsk;Wow. - Remix;Wow. (Remix);Post Malone;2019-03-15;170053;67;0.797;0.148;0.64;0.0;0.209;-6.272;0.194;100.002;4;0;0.486;11;3;0;0;0;1;4579675;http://instagram.com/postmalone;postmalone;23015801.0
147;2289;3;;39;;12555928;24056656;246dkjvS1zLTtiykXe5h60;2cvOfKHOHgwQlLiuLKP2xR;Myself;Hollywood's Bleeding;Post Malone;2019-09-06;158120;68;0.476;0.102;0.701;0.0;0.242;-4.234;0.0349;163.882;4;1;0.405;0;9;0;0;0;1;4579675;http://instagram.com/postmalone;postmalone;23015801.0
148;2501;3;;57;;8734755;19270150;246dkjvS1zLTtiykXe5h60;1ckLp8lCl8LipXI0ypX72m;I'm Gonna Be;Hollywood's Bleeding;Post Malone;2019-09-06;200680;71;0.746;0.703;0.559;0.0;0.148;-4.008;0.0316;117.943;4;1;0.368;5;9;0;0;0;0;4579675;http://instagram.com/postmalone;postmalone;23015801.0
